,bond_id,bond_nm,price,stock_id,stock_nm,margin_flg,btype,orig_iss_amt,curr_iss_amt,convert_dt,convert_price,next_put_dt,redeem_dt,force_redeem,redeem_flag,redeem_price,redeem_price_ratio,real_force_redeem_price,redeem_remain_days,redeem_real_days,redeem_total_days,recount_dt,redeem_count_days,redeem_tc,sprice,delist_dt,maturity_dt,upper_price_adj,redeem_icon,redeem_orders,at_maturity,redeem_count,after_next_put_dt,force_redeem_price
71,113062,常银转债,127.389,601128,常熟银行,R,C,60.000,59.994,2023-03-21,5.89,-,,,X,107.00,130%,-,15,2,30,,15,如果本行 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,6.98,,2028-09-15,0.000,,85,0,至少还需15天<br>2/15 | 30,0,7.657
72,127075,百川转2,118.651,002455,百川股份,R,C,9.780,9.668,2023-04-25,7.53,2026-10-19,,,X,115.00,130%,-,-1,0,30,,20,如果公司股票在任意连续三十个交易日中至少二十个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,7.10,,2028-10-19,0.000,,20,0,0/20 | 30,0,9.789
73,113589,天创转债,216.149,603608,天创时尚,,C,6.000,0.666,2021-01-04,12.29,2026-06-24,,,X,110.00,130%,-,-1,0,30,,20,如果公司A股股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的130%(含 130%),7.38,,2026-06-24,0.000,,20,0,0/20 | 30,0,15.977
74,123114,三角转债,121.981,300775,三角防务,R,C,9.044,9.003,2021-11-30,31.39,2025-05-26,,,X,115.00,130%,-,-1,0,30,2023-01-26,20,如果公司股票连续三十个交易日中至少有二十个交易日的收盘价格不低于当期转股价格的130%(含130%),24.03,,2027-05-25,0.000,,20,0,0/20 | 30,1,40.807
75,123113,仙乐转债,119.261,300791,仙乐健康,,C,10.249,10.248,2021-10-25,31.88,2025-04-18,,,X,113.00,130%,-,-1,0,30,,20,如果公司股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的130%(含130%),24.63,,2027-04-19,0.000,,20,0,0/20 | 30,1,41.444
76,123129,锦鸡转债,132.360,300798,锦鸡股份,,C,6.000,1.937,2022-05-10,7.92,2025-11-03,,,X,112.00,120%,-,-1,0,30,2024-05-17,20,如果公司 A 股股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的 120%(含 120%),7.98,,2027-11-04,0.000,,20,0,0/20 | 30,0,9.504
77,113045,环旭转债,129.227,601231,环旭电子,R,C,34.500,34.497,2021-12-10,18.59,2025-03-03,,,X,108.00,130%,-,-1,0,30,,20,如果公司A股股票连续30个交易日中至少有20个交易日的收盘价格不低于当期转股价格的130%(含130%),20.04,,2027-03-04,0.000,,20,0,0/20 | 30,1,24.167
78,123117,健帆转债,117.700,300529,健帆生物,R,C,10.000,9.998,2021-12-29,38.65,2026-06-23,,,X,110.00,130%,-,-1,0,30,,15,在转股期内，如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),22.69,,2027-06-23,0.000,,15,0,0/15 | 30,0,50.245
79,123122,富瀚转债,117.071,300613,富瀚微,R,C,5.812,5.803,2022-02-14,91.69,2026-08-06,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的%(含 130%),50.67,,2027-08-06,0.000,,15,0,0/15 | 30,0,119.197
80,123124,晶瑞转2,125.847,300655,晶瑞电材,R,C,5.230,5.225,2022-02-21,16.70,2025-08-15,,,X,107.00,130%,-,-1,0,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%(含 130%),13.50,,2027-08-16,0.000,,15,0,0/15 | 30,1,21.710
81,123126,瑞丰转债,126.456,300243,瑞丰高材,,C,3.400,3.399,2022-03-16,11.64,2025-09-09,,,X,120.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%）,10.75,,2027-09-10,0.000,,15,0,0/15 | 30,1,15.132
82,123121,帝尔转债,128.689,300776,帝尔激光,R,C,8.400,8.295,2022-02-11,73.60,2025-08-04,,,X,115.00,130%,-,-1,0,30,2023-01-02,15,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),72.38,,2027-08-05,0.000,,15,0,0/15 | 30,1,95.680
83,123197,光力转债,123.731,300480,光力科技,,C,4.000,3.995,2023-11-13,21.15,2027-05-07,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,15.98,,2029-05-08,0.000,,15,0,0/15 | 30,0,27.495
84,123199,山河转债,126.600,300452,山河药辅,,C,3.200,3.198,2023-12-18,13.30,2027-06-11,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,13.07,,2029-06-12,0.000,,15,0,0/15 | 30,0,17.290
85,123196,正元转02,125.878,300645,正元智慧,,C,3.507,3.502,2023-10-24,21.93,2027-04-19,,,X,115.00,130%,-,-1,0,30,,15,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,17.76,,2029-04-18,0.000,,15,0,0/15 | 30,0,28.509
86,123195,蓝晓转02,127.848,300487,蓝晓科技,R,C,5.461,5.460,2023-10-23,59.68,2027-04-16,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；,55.46,,2029-04-17,0.000,,15,0,0/15 | 30,0,77.584
87,123107,温氏转债,128.335,300498,温氏股份,R,C,92.970,77.064,2021-10-08,16.59,2025-03-28,,,X,108.00,130%,-,-1,0,30,2022-10-21,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),18.81,,2027-03-29,0.000,,15,0,0/15 | 30,1,21.567
88,123210,信服转债,150.383,300454,深信服,R,C,12.148,12.144,2024-02-02,110.91,2027-07-26,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,121.91,,2029-07-27,0.000,,15,0,0/15 | 30,0,144.183
89,123090,三诺转债,119.360,300298,三诺生物,R,C,5.000,4.984,2021-06-25,34.46,2025-12-21,,,X,112.00,130%,-,-1,0,30,,15,如果公司A股股票在任意连续三十个交易日中至少十五个 交易日的收盘价格不低于当期转股价格的 130%(含 130%),20.08,,2026-12-21,0.000,,15,0,0/15 | 30,0,44.798
90,123088,威唐转债,131.932,300707,威唐工业,,C,3.014,3.004,2021-06-21,14.99,2024-12-16,,,X,115.00,130%,-,-1,0,30,,15,如果公司A股股票在连续三十个交易日内至少有十五个交易日的收盘价不低于当期转股价格的130%(含 130%),15.18,,2026-12-15,0.000,,15,0,0/15 | 30,1,19.487
91,123080,海波转债,138.332,300517,海波重科,,C,2.450,1.486,2021-06-08,11.38,2024-12-02,,,X,120.00,130%,-,-1,0,30,2023-04-06,15,如果公司股票在任意连续三十个交易日中至少十五个交 易日的收盘价格不低于当期转股价格的 130%(含 130%),11.39,,2026-12-02,0.000,,15,0,0/15 | 30,1,14.794
92,123071,天能转债,121.306,300569,天能重工,R,C,7.000,6.938,2021-04-27,7.47,2025-10-21,,,X,115.00,130%,-,-1,0,30,2022-10-17,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),5.80,,2026-10-21,0.000,,15,0,0/15 | 30,0,9.711
93,123076,强力转债,134.711,300429,强力新材,R,C,8.500,5.826,2021-05-25,12.70,2024-11-18,,,X,113.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),14.11,,2026-11-19,0.000,,15,0,0/15 | 30,1,16.510
94,123091,长海转债,128.040,300196,长海股份,,C,5.500,5.497,2021-06-29,15.44,2025-12-23,,,X,111.00,130%,-,-1,0,30,,15,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),15.36,,2026-12-23,0.000,,15,0,0/15 | 30,0,20.072
95,123092,天壕转债,132.044,300332,天壕能源,R,C,4.230,3.423,2021-06-30,4.98,2024-12-23,,,X,115.00,130%,-,-1,0,30,2025-01-01,15,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),5.48,,2026-12-24,0.000,,15,0,0/15 | 30,1,6.474
96,123108,乐普转2,114.326,300003,乐普医疗,R,C,16.380,16.376,2021-10-08,27.79,2026-03-30,,,X,107.80,130%,-,-1,0,30,,15,如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%(含 130%),18.58,,2026-03-30,0.000,,15,0,0/15 | 30,0,36.127
97,123109,昌红转债,119.194,300151,昌红科技,R,C,4.600,4.595,2021-10-08,26.72,2026-03-31,,,X,115.00,130%,-,-1,0,30,2022-05-30,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),12.92,,2027-04-01,0.000,,15,0,0/15 | 30,0,34.736
98,123194,百洋转债,132.060,301015,百洋医药,R,C,8.600,8.459,2023-10-20,25.36,2027-04-13,,,X,113.00,130%,-,-1,0,30,2024-05-25,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,28.65,,2029-04-14,0.000,,15,0,0/15 | 30,0,32.968
99,123104,卫宁转债,122.648,300253,卫宁健康,R,C,9.703,9.699,2021-09-22,17.31,2026-03-16,,,X,120.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),9.07,,2027-03-16,0.000,,15,0,0/15 | 30,0,22.503
100,123207,冠中转债,124.675,300948,冠中生态,R,C,4.000,3.997,2024-01-29,10.44,2027-07-20,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,11.20,,2029-07-21,0.000,,15,0,0/15 | 30,0,13.572
101,123112,万讯转债,133.061,300112,万讯自控,,C,2.457,2.265,2021-10-14,8.30,2025-04-07,,,X,118.00,130%,-,-1,0,30,2023-07-12,15,如果公司股票连续三十个交易日中至少有十 五个交易日的收盘价不低于当期转股价格的 130%(含 130%),8.72,,2027-04-08,0.000,,15,0,0/15 | 30,1,10.790
102,123133,佩蒂转债,127.524,300673,佩蒂股份,,C,7.200,7.198,2022-06-28,17.57,2025-12-22,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%(含 130%),17.51,,2027-12-22,0.000,,15,0,0/15 | 30,0,22.841
103,123171,共同转债,122.439,300966,共同药业,R,C,3.800,3.799,2023-06-02,27.12,2026-11-27,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,21.52,,2028-11-28,0.000,,15,0,0/15 | 30,0,35.256
104,123168,惠云转债,124.533,300891,惠云钛业,R,C,4.900,4.899,2023-05-29,10.74,2026-11-23,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,9.93,,2028-11-23,0.000,,15,0,0/15 | 30,0,13.962
105,123144,裕兴转债,115.058,300305,裕兴股份,,C,6.000,5.997,2022-10-17,12.49,2026-04-10,,,X,115.00,130%,-,-1,0,30,,15,如果公司A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,6.01,,2028-04-11,0.000,,15,0,0/15 | 30,0,16.237
106,123172,漱玉转债,117.660,301017,漱玉平民,R,C,8.000,7.998,2023-06-21,14.95,2026-12-15,,,X,113.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,11.20,,2028-12-15,0.000,,15,0,0/15 | 30,0,19.435
107,123173,恒锋转债,135.824,300605,恒锋信息,,C,2.424,2.408,2023-07-06,13.77,2026-12-29,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,15.05,,2028-12-30,0.000,,15,0,0/15 | 30,0,17.901
108,123149,通裕转债,132.047,300185,通裕重工,R,C,14.847,14.841,2022-12-26,2.72,2026-06-19,,,X,112.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,3.13,,2028-06-20,0.000,,15,0,0/15 | 30,0,3.536
109,123150,九强转债,117.815,300406,九强生物,R,C,11.390,11.210,2023-01-06,16.68,2026-06-29,,,X,110.00,130%,-,-1,0,30,2023-09-09,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,13.46,,2028-06-30,0.000,,15,0,0/15 | 30,0,21.684
110,123155,中陆转债,121.200,301040,中环海陆,R,C,3.600,3.600,2023-02-20,31.76,2026-08-11,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,22.16,,2028-08-12,0.000,,15,0,0/15 | 30,0,41.288
111,123158,宙邦转债,136.349,300037,新宙邦,R,C,19.700,19.693,2023-03-30,41.05,2026-09-25,,,X,110.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,46.47,,2028-09-26,0.000,,15,0,0/15 | 30,0,53.365
112,123154,火星转债,115.302,300894,火星人,R,C,5.290,5.289,2023-02-13,32.95,2026-08-04,,,X,115.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,13.03,,2028-08-05,0.000,,15,0,0/15 | 30,0,42.835
113,123165,回天转债,121.963,300041,回天新材,R,C,8.500,8.498,2023-05-04,15.20,2026-10-26,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,11.13,,2028-10-27,0.000,,15,0,0/15 | 30,0,19.760
114,123151,康医转债,119.754,300869,康泰医学,R,C,7.000,6.998,2023-01-09,27.55,2026-06-30,,,X,115.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,16.65,,2028-07-01,0.000,,15,0,0/15 | 30,0,35.815
115,123175,百畅转债,114.303,300614,百川畅银,R,C,4.200,4.200,2023-08-28,20.40,2027-02-22,,,X,112.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,15.70,,2029-02-22,0.000,,15,0,0/15 | 30,0,26.520
116,123176,精测转2,149.002,300567,精测电子,R,C,12.760,12.755,2023-09-08,64.71,2027-03-01,,,X,112.00,130%,-,-1,0,30,2024-04-18,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130.00%（含）,75.96,,2029-03-02,0.000,,15,0,0/15 | 30,0,84.123
117,123185,能辉转债,137.321,301046,能辉科技,R,C,3.479,3.479,2023-10-09,22.15,2027-03-30,,,X,110.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,26.38,,2029-03-31,0.000,,15,0,0/15 | 30,0,28.795
118,123138,丝路转债,126.384,300556,丝路视觉,,C,2.400,2.394,2022-09-08,26.53,2026-03-02,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,19.61,,2028-03-02,0.000,,15,0,0/15 | 30,0,34.489
119,123157,科蓝转债,141.357,300663,科蓝软件,R,C,4.946,2.341,2023-03-06,16.01,2026-08-28,,,X,115.00,130%,-,-1,0,30,2025-01-31,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,18.52,,2028-08-30,0.000,,15,0,0/15 | 30,0,20.813
120,123192,科思转债,121.691,300856,科思股份,R,C,7.249,7.187,2023-10-19,17.39,2027-04-12,,,X,115.00,130%,-,-1,0,30,2024-09-23,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,13.72,,2029-04-13,0.000,,15,0,0/15 | 30,0,22.607
121,123193,海能转债,125.788,300787,海能实业,,C,6.000,5.997,2023-10-19,14.70,2027-04-12,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,13.97,,2029-04-13,0.000,,15,0,0/15 | 30,0,19.110
122,123142,申昊转债,117.922,300853,申昊科技,,C,5.500,5.495,2022-09-26,33.71,2026-03-17,,,X,110.00,130%,-,-1,0,30,,15,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,24.08,,2028-03-18,0.000,,15,0,0/15 | 30,0,43.823
123,123183,海顺转债,127.358,300501,海顺新材,,C,6.330,6.329,2023-10-09,17.48,2027-03-22,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,17.54,,2029-03-23,0.000,,15,0,0/15 | 30,0,22.724
124,123178,花园转债,128.116,300401,花园生物,R,C,12.000,11.760,2023-09-11,13.45,2027-03-05,,,X,115.00,130%,-,-1,0,30,,15,公司股票任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,14.25,,2029-03-06,0.000,,15,0,0/15 | 30,0,17.485
125,123179,立高转债,117.741,300973,立高食品,R,C,9.500,9.500,2023-09-13,95.33,2027-03-08,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,43.42,,2029-03-07,0.000,,15,0,0/15 | 30,0,123.929
126,123180,浙矿转债,118.504,300837,浙矿股份,,C,3.200,3.199,2023-09-15,47.89,2027-03-08,,,X,115.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,24.66,,2029-03-09,0.000,,15,0,0/15 | 30,0,62.257
127,123182,广联转债,120.356,300900,广联航空,R,C,7.000,6.995,2023-09-28,22.84,2027-03-22,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,18.81,,2029-03-22,0.000,,15,0,0/15 | 30,0,29.692
128,123128,首华转债,125.128,300483,首华燃气,,C,13.795,13.403,2022-05-05,12.15,2025-10-31,,,X,110.00,130%,-,-1,0,30,,15,如果公司A股股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),12.16,,2027-11-01,0.000,,15,0,0/15 | 30,0,15.795
129,127016,鲁泰转债,111.853,000726,鲁泰A,R,C,14.000,13.998,2020-10-15,8.49,2025-04-09,,,X,111.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含 130%),6.67,,2026-04-09,0.000,,15,0,0/15 | 30,1,11.037
130,127094,红墙转债,133.571,002809,红墙股份,,C,3.160,3.012,2024-04-24,10.44,2027-10-18,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,11.82,,2029-10-18,0.000,,15,0,0/15 | 30,0,13.572
131,127090,兴瑞转债,122.780,002937,兴瑞科技,R,C,4.620,4.616,2024-01-29,25.60,2027-07-23,,,X,114.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,18.74,,2029-07-24,0.000,,15,0,0/15 | 30,0,33.280
132,127089,晶澳转债,124.159,002459,晶澳科技,R,C,89.603,89.592,2024-01-24,11.66,2027-07-19,,,X,108.00,130%,-,-1,0,30,,15,公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,12.43,,2029-07-18,0.000,,15,0,0/15 | 30,0,15.158
133,127088,赫达转债,119.600,002810,山东赫达,R,C,6.000,5.998,2024-01-08,16.75,2027-07-02,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,13.12,,2029-07-03,0.000,,15,0,0/15 | 30,0,21.775
134,127095,广泰转债,131.582,002111,威海广泰,,C,7.000,6.928,2024-04-24,9.15,2027-10-18,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,10.07,,2029-10-18,0.000,,15,0,0/15 | 30,0,11.895
135,127098,欧晶转债,116.466,001269,欧晶科技,,C,4.700,4.693,2024-05-30,42.00,2027-11-23,,,X,112.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,26.41,,2029-11-24,0.000,,15,0,0/15 | 30,0,54.600
136,127103,东南转债,112.811,002135,东南网架,R,C,20.000,19.999,2024-07-09,5.60,2028-01-03,,,X,108.00,130%,-,-1,0,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,4.26,,2030-01-03,0.000,,15,0,0/15 | 30,0,7.280
137,127102,浙建转债,121.050,002761,浙江建投,R,C,10.000,9.951,2024-07-01,10.91,2027-12-25,,,X,108.00,130%,-,-1,0,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,9.22,,2029-12-25,0.000,,15,0,0/15 | 30,0,14.183
138,127099,盛航转债,130.010,001205,盛航股份,,C,7.400,4.541,2024-06-12,15.48,2027-12-06,,,X,115.00,130%,-,-1,0,30,2025-02-14,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,16.18,,2029-12-06,0.000,,15,0,0/15 | 30,0,20.124
139,127085,韵达转债,118.431,002120,韵达股份,R,C,24.500,24.499,2023-10-17,11.73,2027-04-12,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）,7.67,,2029-04-11,0.000,,15,0,0/15 | 30,0,15.249
140,127083,山路转债,115.150,000498,山东路桥,R,C,48.360,48.359,2023-10-09,7.64,2027-03-23,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含）,6.07,,2029-03-24,0.000,,15,0,0/15 | 30,0,9.932
141,127069,小熊转债,126.392,002959,小熊电器,R,C,5.360,5.041,2023-02-20,52.21,2026-08-11,,,X,115.00,130%,-,-1,0,30,2023-11-09,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）；,50.52,,2028-08-12,0.000,,15,0,0/15 | 30,0,67.873
142,127068,顺博转债,113.331,002996,顺博合金,,C,8.300,8.300,2023-02-20,11.27,2026-08-11,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票任意连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%,7.07,,2028-08-12,0.000,,15,0,0/15 | 30,0,14.651
143,127067,恒逸转2,112.937,000703,恒逸石化,R,C,30.000,29.996,2023-01-30,10.37,2026-07-20,,,X,109.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,6.44,,2028-07-21,0.000,,15,0,0/15 | 30,0,13.481
144,127070,大中转债,129.578,001203,大中矿业,,C,15.200,15.190,2023-02-23,10.76,2026-08-17,,,X,112.00,130%,-,-1,0,30,,15,如果公司A股股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,11.70,,2028-08-17,0.000,,15,0,0/15 | 30,0,13.988
145,127071,天箭转债,130.492,003009,中天火箭,,C,4.950,4.948,2023-02-27,52.90,2026-08-21,,,X,108.00,130%,-,-1,0,30,,15,如果公司 A 股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,49.90,,2028-08-22,0.000,,15,0,0/15 | 30,0,68.770
146,127080,声迅转债,125.118,003004,*ST声迅,,C,2.800,2.794,2023-07-07,28.94,2026-12-29,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含 130%）,20.24,,2028-12-30,0.000,,15,0,0/15 | 30,0,37.622
147,127073,天赐转债,130.521,002709,天赐材料,R,C,34.105,34.097,2023-03-29,28.50,2025-09-23,,,X,109.00,130%,-,-1,0,30,,15,如果公司 A 股股票连续 30 个交易日中至少有 15 个交易日的收盘价格不低于当期转股价格的 130%；,30.01,,2027-09-23,0.000,,15,0,0/15 | 30,0,37.050
148,127072,博实转债,137.106,002698,博实股份,R,C,4.500,4.498,2023-03-28,15.06,2026-09-21,,,X,112.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的 130%（含 130%）,17.03,,2028-09-22,0.000,,15,0,0/15 | 30,0,19.578
149,127105,龙星转债,125.495,002442,龙星科技,,C,7.540,7.540,2024-08-07,5.80,2028-01-31,,,X,115.00,130%,-,-1,0,30,,15,如果公司 A 股股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的 130%（含130%）；,6.14,,2030-01-31,0.000,,15,0,0/15 | 30,0,7.540
150,128097,奥佳转债,110.313,002614,奥佳华,,C,12.000,4.583,2020-09-02,9.35,2025-02-25,,,X,110.00,130%,-,-1,0,30,2022-01-04,15,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%),6.68,,2026-02-25,0.000,,15,0,0/15 | 30,1,12.155
151,128137,洁美转债,134.766,002859,洁美科技,R,C,6.000,5.986,2021-05-10,26.56,2024-11-04,,,X,112.00,130%,-,-1,0,30,2022-06-28,15,如果公司股票在任意连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含),31.28,,2026-11-04,0.000,,15,0,0/15 | 30,1,34.528
152,128136,立讯转债,137.540,002475,立讯精密,R,C,30.000,29.989,2021-05-10,56.25,2025-11-03,,,X,108.00,130%,-,-1,0,30,,15,如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),60.95,,2026-11-03,0.000,,15,0,0/15 | 30,0,73.125
153,128135,洽洽转债,116.422,002557,洽洽食品,R,C,13.400,13.398,2021-04-26,55.93,2025-10-21,,,X,115.00,130%,-,-1,0,30,,15,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),21.61,,2026-10-20,0.000,,15,0,0/15 | 30,0,72.709
